"NO","URL","Process","Host","IP Address","Content-Type"
"1","http://www.google.com/ig","|0000|chrome.exe[8004]"," www.google.com","74.125.91.105:80"," text/html; charset=UTF-8"
"2","http://www.google.com/ig/feedjson","|0000|chrome.exe[8004]"," www.google.com","74.125.91.105:80"," application/javascript; charset=UTF-8"
"3","http://www.google.com/csi?v=3&s=igoogle&action=v2_load&it=has_unchunked_header.1,page_flow_time.36,has_talk.1,gadgets_btf.7,tabs.2,inl_Fg.1,has_inlines.1,max_url_length.824,aft_timeout.1,ifr.Bdg0.20573,ifr.SY.20720&srt=3022&tran=15&ei=wuaxTaWAEsOrmwfnvoCBBw&sk=api&e=17259&rls=20359454&rt=cl.14,jl_start.20,jl.115,h_end.123,b_start.124,dl.310,dl_start.366,dl_end.403,ol_nonclassic_theme.439,ol.439,gt.21093,prt.21093","|0000|chrome.exe[8004]"," www.google.com","74.125.91.105:80"," text/html"
"4","http://aruljohn.com/gadget/ip/?exp_rpc_js=1&exp_track_js=1&st=c%3Dig%26e%3DAPu7icpAt/ghFOvKBBHapNRplYIbqId6HNKj5/k1FOoBeFBCAgOszBF/Nc2hnV2Vd4nY6It2pCeMU8wE7fe6OiVZTibhvHaXw3W/i7SJIFIi0wzQHQWLF1o0K/NdBwapdTHW7UEPCvZc&libs=core&container=ig&view=default&lang=en&country=US&sanitize=0&v=fb0e484f8f28b728&parent=http://www.google.com&libs=7ndonz73vUA/lib/liberror_tracker.js,iHKb-4mKuMY/lib/librpc.js,8_9QMjpskXg/lib/libcore.js&is_signedin=1&synd=ig&view=default","|0000|chrome.exe[8004]"," aruljohn.com","97.107.133.204:80"," text/html"
"5","http://aruljohn.com/gadget/gre/?exp_rpc_js=1&exp_track_js=1&st=c%3Dig%26e%3DAPu7icoccUKUshN4EeUjvgMn0jByWvBpJLc5ssGVSPEw52UbZKdMTbOfOu9dNCdwjJ4DAFnZ0g7wesAx5TU9HZo3xIu6ZIeY8j/pweyfVvyKhQakEDkQi0Tf/hbJydsrfRDpWe9aZmke&libs=core&container=ig&view=default&lang=en&country=US&sanitize=0&v=8184a35be647ba72&parent=http://www.google.com&libs=7ndonz73vUA/lib/liberror_tracker.js,iHKb-4mKuMY/lib/librpc.js,8_9QMjpskXg/lib/libcore.js&is_signedin=1&synd=ig&view=default","|0000|chrome.exe[8004]"," aruljohn.com","97.107.133.204:80"," text/html"
"6","http://aruljohn.com/gadget/gre/getnext.pl?id=-9999&t=1303504593332","|0000|chrome.exe[8004]"," aruljohn.com","97.107.133.204:80"," text/html"
"7","http://www.google-analytics.com/__utm.gif?utmwv=1.4&utmn=908278752&utmcs=UTF-8&utmsr=1280x800&utmsc=32-bit&utmul=en-us&utmje=1&utmfl=10.2%20r154&utmcn=1&utmhn=www.ig.gmodules.com&utmhid=214653059&utmr=http://www.google.com/ig&utmp=/gadget_piyasa&utmac=UA-530237-4&utmcc=__utma%3D218069774.16975043.1296666874.1303504555.1303504593.151%3B%2B__utmz%3D218069774.1303504593.151.151.utmccn%3D(referral)%7Cutmcsr%3Dgoogle.com%7Cutmcct%3D%2Fig%7Cutmcmd%3Dreferral%3B%2B","|0000|chrome.exe[8004]"," www.google-analytics.com","72.14.204.101:80"," image/gif"
"8","http://www.google-analytics.com/__utm.gif?utmwv=1.4&utmn=808493883&utmcs=UTF-8&utmsr=1280x800&utmsc=32-bit&utmul=en-us&utmje=1&utmfl=10.2%20r154&utmhn=www.ig.gmodules.com&utmhid=645883900&utmr=http://www.google.com/ig&utmp=/gadget&utmac=UA-3654840-12&utmcc=__utma%3D218069774.16975043.1296666874.1303504555.1303504593.151%3B%2B__utmz%3D218069774.1303504593.151.151.utmccn%3D(referral)%7Cutmcsr%3Dgoogle.com%7Cutmcct%3D%2Fig%7Cutmcmd%3Dreferral%3B%2B","|0000|chrome.exe[8004]"," www.google-analytics.com","72.14.204.101:80"," image/gif"
"9","http://www.ig.gmodules.com/gadgets/makeRequest?refresh=3600&url=http%3A%2F%2Fwww.my-vocabulary.net%2Fgadgets%2Fvocabulary.php%3Flast_id%3D-1%26type%3Dantonym%26nocache%3D1303504593637&httpMethod=GET&headers=&postData=&authz=&st=&contentType=TEXT&numEntries=3&getSummaries=false&signOwner=true&signViewer=true&gadget=http%3A%2F%2Fwww.my-vocabulary.net%2Fgadgets%2Fvocabulary.xml&container=ig&bypassSpecCache=&getFullHeaders=false","|0000|chrome.exe[8004]"," www.ig.gmodules.com","72.14.204.132:80"," application/json; charset=UTF-8"
"10","http://talkgadget.google.com/talkgadget/notifier-js?silent=true&host=http://talkgadget.google.com/talkgadget/notifier-js","|0000|chrome.exe[8004]"," talkgadget.google.com","72.14.204.101:80"," text/html; charset=UTF-8"
"11","http://www.google.com/ig/setp?et=4db1e6c2BGqZ43WT&&m_24_last_height=488&m_30_last_height=80&m_29_last_height=395&m_32_last_height=282","|0000|chrome.exe[8004]"," www.google.com","74.125.91.105:80"," text/html; charset=UTF-8"
"12","http://talkgadget.google.com/talkgadget/notifierclient?client=sm&prop=iGoogle&nav=true&fid=gtn-roster-iframe-id&ts=0&debug=undefined&os=Win32&stime=1303504604675&fb=false&re=false&no=undefined&hc=true&ref=false&xpc=%7B%22cn%22%3A%2267qjdf%22%2C%22tp%22%3A1%2C%22ifrid%22%3A%22gtn-roster-iframe-id%22%2C%22pu%22%3A%22http%3A%2F%2Ftalkgadget.google.com%2Ftalkgadget%2F%22%2C%22lpu%22%3A%22http%3A%2F%2Fwww.google.com%2Frobots.txt%22%2C%22ppu%22%3A%22http%3A%2F%2Ftalkgadget.google.com%2Frobots.txt%22%7D&pvt=undefined&href=http%3A%2F%2Fwww.google.com%2Fig%3Frel%3D1&css=http%3A%2F%2Figoogle-skins.googleusercontent.com%2Fig%2Fskin_xml_to_css%3Fhl%3Den%26gl%3Dus%26v2%3D1%26url%3Dhttp%3A%2F%2Figcdn.googlecode.com%2Fsvn%2Ftrunk%2Fxml%2Ftravel_lpspain.xml%26skindx%3Dix%3A5%26fp%3Ddv37YfP7U2Q&hl=en&uj=adrift.jester%40gmail.com&vp=http%3A%2F%2Fwww.google.com%2Fig%2Ftalk_xpc_blank.html&host=1&zx=f11qmc83lbaj","|0000|chrome.exe[8004]"," talkgadget.google.com","72.14.204.101:80"," text/html; charset=UTF-8"
"13","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"14","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www%C3%A7","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"15","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"16","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.c","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"17","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.cs","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"19","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.cs.","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"20","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.cs.%C4%B1","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"21","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.cs.i","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"22","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.cs.in","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"23","http://clients1.google.com/complete/search?client=chrome&hl=en-US&q=www.cs.ind","|0000|chrome.exe[8004]"," clients1.google.com","72.14.204.102:80"," text/javascript; charset=UTF-8"
"24","http://www.cs.indiana.edu/classes/B551","|0000|chrome.exe[8004]"," www.cs.indiana.edu","129.79.247.195:80"," text/html; charset=iso-8859-1"
"25","http://linkhelp.clients.google.com/tbproxy/lh/fixurl?hl=en-US&sd=com&url=http%3A%2F%2Fwww.cs.indiana.edu%2Fclasses%2FB551&sourceid=chrome&error=http404","|0000|chrome.exe[8004]"," linkhelp.clients.google.com","72.14.204.113:80"," text/html; charset=UTF-8"
"26","http://csi.gstatic.com/csi?v=3&s=linkdoctor&action=opt&srt=7&tran=15&e=&rt=ol.31","|0000|chrome.exe[8004]"," csi.gstatic.com","209.85.146.102:80"," text/html"
"27","http://linkhelp.clients.google.com/tbproxy/lh/url?sa=T&q=www.cs.indiana.edu/classes/B551&usg=AFQjCNEq5DYZAz5EmpUAOnZYMZ_nyvReIQ&ct=dym&cd=0&fp=4010331130135147480&ei=GOexTcaiBpC0qAKnh62mBA&url=http%3A//www.cs.indiana.edu/classes/b551&hl=en&sourceid=chrome&error=http404&pref=SUQ9OWM1ZWYzYWNlYmMyN2E5YTpVPWFlZWM0N2Q5OGQ4OTg1MjM6VE09MTI5NTgxMjExMDpMTT0xMjk5Njk3Nzg1OkdNPTE6Uz1OY2FrRjBPWWU4aGpwNTJu&cr=ZZ&xi=","|0000|chrome.exe[8004]"," linkhelp.clients.google.com","72.14.204.113:80"," text/html"
"28","http://www.google.com/url?sa=D&q=http://www.cs.indiana.edu/classes/b551&usg=AFQjCNGUPPljkF3qMTeNSCzB5h9ErlGbUQ","|0000|chrome.exe[8004]"," www.google.com","74.125.91.105:80"," text/html; charset=UTF-8"
"29","http://www.cs.indiana.edu/classes/b551","|0000|chrome.exe[8004]"," www.cs.indiana.edu","129.79.247.195:80","N/A"
"30","http://www.cs.indiana.edu/classes/b551/final_exam_study.html","|0000|chrome.exe[8004]"," www.cs.indiana.edu","129.79.247.195:80"," text/html; charset=UTF-8"
"31","http://www.cs.indiana.edu/classes/b551","|0000|chrome.exe[8004]"," www.cs.indiana.edu","129.79.247.195:80","N/A"
"33","http://safebrowsing.clients.google.com/safebrowsing/downloads?client=googlechrome&appver=10.0.648.205&pver=2.2&wrkey=AKEgNiscEVHR_bUsc4a6HtYtkVNPKdRxLD8ZS2mywLrB1PIzwidYLlxFkJxi65CBhXQphltFQpL9vicOk6xQqvgzO0_r8vLwMQ==","|0000|chrome.exe[8004]"," safebrowsing.clients.google.com","72.14.204.113:80"," application/vnd.google.safebrowsing-update"
"35","http://www.cs.indiana.edu/classes/b551","|0000|chrome.exe[8004]"," www.cs.indiana.edu","129.79.247.195:80","N/A"
"36.0","http://www.scheme.com","|0000|chrome.exe[8004]"," www.scheme.com","216.92.216.138:80"," text/html; charset=iso-8859-1"
"37.0","http://www.scheme.com/site.css","|0000|chrome.exe[8004]"," www.scheme.com","216.92.216.138:80"," text/css"
"38.0","http://www.scheme.com/go.png","|0000|chrome.exe[8004]"," www.scheme.com","216.92.216.138:80"," image/png"
"39.0","http://toolbarqueries.clients.google.com/tbproxy/af/query","|0000|chrome.exe[8004]"," toolbarqueries.clients.google.com","72.14.204.113:80"," text/xml; charset=utf-8"
"40.0","http://www.scheme.com/favicon.ico","|0000|chrome.exe[8004]"," www.scheme.com","216.92.216.138:80"," image/x-icon"
